"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12157","TC001","chromium","2026-07-18","passed","2026-07-18","","TS001.spec.ts","",""
